year;port_name;nuclear_available_from_year;maturity_factor;allocation_share;allocated_new_ship_loadings;allocated_refuellings;allocated_total_service_events;allocated_initial_fuel_loading_tons;allocated_refueling_tons;allocated_fuel_throughput_tons;allocated_initial_fuel_loading_pebbles;allocated_refueling_pebbles;allocated_fuel_throughput_pebbles;allocated_fresh_fuel_storage_m3;allocated_spent_fuel_storage_m3;allocated_waste_m3;allocated_truckloads
2053;Algeciras;2050;1.0;0.12096774193548386;4.112903225806451;15.241935483870966;19.354838709677416;10.540574596774182;40.45772429435484;47.037865423387096;1317571.8245967727;5057215.536794356;5879733.177923387;18024.286628469104;46477.98492564458;16624.55390114905;937.2580645161289
2053;Murmansk;2050;1.0;0.09274193548387095;3.1532258064516125;11.68548387096774;14.838709677419352;8.081107190860205;31.017588625672044;36.06236349126344;1010138.3988575255;3877198.5782090058;4507795.436407929;13818.61974849298;35633.12177632751;12745.491324214272;718.5645161290322
2054;Rotterdam;2037;1.0;0.10483870967741936;2.2016129032258065;14.362903225806452;16.56451612903226;5.855678763440868;37.343329973118315;41.937285786290325;731959.8454301101;4667916.246639786;5242160.723286292;15267.789955027736;49770.266450018535;14821.860255491849;1249.3629032258066
2054;Singapore;2038;1.0;0.10887096774193548;2.286290322580645;14.915322580645162;17.201612903225808;6.080897177419363;38.77961189516133;43.550258316532265;760112.1471774221;4847451.486895163;5443782.289566533;15855.012645605726;51684.50746732694;15391.931803779997;1297.4153225806451
2054;Hamburg;2038;1.0;0.10483870967741936;2.2016129032258065;14.362903225806452;16.56451612903226;5.855678763440868;37.343329973118315;41.937285786290325;731959.8454301101;4667916.246639786;5242160.723286292;15267.789955027736;49770.266450018535;14821.860255491849;1249.3629032258066
2054;Shanghai;2040;1.0;0.12096774193548386;2.540322580645161;16.57258064516129;19.11290322580645;6.756552419354847;43.08845766129036;48.389175907258064;844569.0524193578;5386057.207661291;6048646.988407259;17616.680717339696;57427.230519252145;17102.14644864444;1441.5725806451612
2054;Provideniya;2041;1.0;0.06451612903225806;1.3548387096774193;8.838709677419354;10.193548387096774;3.603494623655919;22.980510752688193;25.80756048387097;450436.82795699086;2872563.844086022;3225945.0604838715;9395.563049247838;30627.856276934483;9121.144772610367;768.8387096774194
2054;Busan;2045;1.0;0.09274193548387095;1.94758064516129;12.70564516129032;14.65322580645161;5.180023521505382;33.034484206989276;37.09836819556451;647502.9401881743;4129310.5258736564;4637296.0244455645;13506.121883293765;44027.54339809331;13111.645610627402;1105.2056451612902
2054;Jebel Ali;2045;1.0;0.1129032258064516;2.3709677419354835;15.467741935483868;17.838709677419352;6.306115591397857;40.21589381720434;45.16323084677419;788264.4489247339;5026986.727150538;5645403.855846774;16442.235336183712;53598.74848463533;15962.00335206814;1345.4677419354837
2054;Los Angeles;2050;1.0;0.07661290322580644;1.6088709677419353;10.495967741935482;12.104838709677418;4.279149865591403;27.28935651881723;30.64647807459677;534893.7331989266;3411169.5648521506;3830809.7593245967;11157.231120981805;36370.57932885969;10831.35941747481;912.9959677419354
2054;Algeciras;2050;1.0;0.12096774193548386;2.540322580645161;16.57258064516129;19.11290322580645;6.756552419354847;43.08845766129036;48.389175907258064;844569.0524193578;5386057.207661291;6048646.988407259;17616.680717339696;57427.230519252145;17102.14644864444;1441.5725806451612
2054;Murmansk;2050;1.0;0.09274193548387095;1.94758064516129;12.70564516129032;14.65322580645161;5.180023521505382;33.034484206989276;37.09836819556451;647502.9401881743;4129310.5258736564;4637296.0244455645;13506.121883293765;44027.54339809331;13111.645610627402;1105.2056451612902
2055;Rotterdam;2037;1.0;0.09647495361781076;1.3506493506493507;13.699443413729128;15.05009276437848;3.3097943722943852;36.061282467532436;39.25359848484849;413724.29653679533;4507660.308441555;4906699.8106060615;13914.887148440905;53329.937791407065;13873.366870533386;1756.6159554730984
2055;Singapore;2038;1.0;0.10018552875695734;1.4025974025974028;14.226345083487942;15.628942486085345;3.4370941558441697;37.44825487012984;40.76335227272728;429636.7694805183;4681031.858766231;5095419.03409091;14450.075115688633;55381.08924492273;14406.95790401544;1824.1781076066793
2055;Hamburg;2038;1.0;0.09647495361781076;1.3506493506493507;13.699443413729128;15.05009276437848;3.3097943722943852;36.061282467532436;39.25359848484849;413724.29653679533;4507660.308441555;4906699.8106060615;13914.887148440905;53329.937791407065;13873.366870533386;1756.6159554730984
2055;Shanghai;2040;1.0;0.11131725417439703;1.5584415584415585;15.807050092764378;17.365491651205936;3.818993506493521;41.60917207792204;45.29261363636364;477374.1883116869;5201146.509740256;5661576.704545455;16055.639017431811;61534.54360546969;16007.731004461597;2026.864564007421
2055;Provideniya;2041;1.0;0.05936920222634509;0.8311688311688312;8.430426716141003;9.261595547309835;2.036796536796545;22.191558441558424;24.156060606060613;254599.5670995664;2773944.8051948035;3019507.5757575766;8563.007475963634;32818.423256250506;8537.456535712854;1080.9944341372914
2055;Busan;2045;1.0;0.08534322820037105;1.1948051948051948;12.118738404452689;13.313543599257883;2.927895021645033;31.900365259740227;34.72433712121212;365986.8777056266;3987545.6574675287;4340542.140151515;12309.32324669772;47176.48343086009;12272.593770087224;1553.929499072356
2055;Jebel Ali;2045;1.0;0.10389610389610389;1.4545454545454544;14.753246753246753;16.207792207792206;3.5643939393939528;38.83522727272724;42.27310606060606;445549.2424242411;4854403.4090909045;5284138.257575758;14985.263082936357;57432.24069843838;14940.54893749749;1891.7402597402597
2055;Los Angeles;2050;1.0;0.07050092764378478;0.9870129870129869;10.011131725417439;10.998144712430426;2.4186958874458964;26.352475649350623;28.68532196969697;302336.985930735;3294059.456168828;3585665.246212121;10168.571377706814;38971.87761679747;10138.22963615901;1283.6808905380333
2055;Algeciras;2050;1.0;0.11131725417439703;1.5584415584415585;15.807050092764378;17.365491651205936;3.818993506493521;41.60917207792204;45.29261363636364;477374.1883116869;5201146.509740256;5661576.704545455;16055.639017431811;61534.54360546969;16007.731004461597;2026.864564007421
2055;Murmansk;2050;1.0;0.08534322820037105;1.1948051948051948;12.118738404452689;13.313543599257883;2.927895021645033;31.900365259740227;34.72433712121212;365986.8777056266;3987545.6574675287;4340542.140151515;12309.32324669772;47176.48343086009;12272.593770087224;1553.929499072356
2055;Savannah;2055;0.5;0.0463821892393321;0.6493506493506493;6.586270871985159;7.2356215213358075;1.5912472943723006;17.337155032467518;18.87192234848485;198905.91179653624;2167144.37905844;2358990.2935606064;6689.849590596589;25639.393168945706;6669.8879185256665;844.5269016697589
2055;Santos;2055;0.5;0.03339517625231911;0.4675324675324675;4.742115027829313;5.209647495361781;1.1456980519480564;12.482751623376611;13.587784090909093;143212.25649350608;1560343.9529220767;1698473.0113636365;4816.691705229543;18460.363081640906;4802.319301338479;608.0593692022263
2056;Rotterdam;2037;1.0;0.09277430865298841;0.9277430865298841;14.101694915254239;15.029438001784122;2.5317239072256865;36.810622955694285;38.25422985429677;316465.488403208;4601327.869461787;4781778.731787095;13904.73313644722;56911.79837453564;13520.160841386829;2486.7225691347016
2056;Singapore;2038;1.0;0.09634255129348797;0.9634255129348797;14.644067796610171;15.60749330954505;2.6290979036574433;38.22641614629791;39.72554638715434;328637.2379571775;4778302.0182872405;4965693.298394291;14439.530564772112;59100.71369663316;14040.167027594014;2582.3657448706517
2056;Hamburg;2038;1.0;0.09277430865298841;0.9277430865298841;14.101694915254239;15.029438001784122;2.5317239072256865;36.810622955694285;38.25422985429677;316465.488403208;4601327.869461787;4781778.731787095;13904.73313644722;56911.79837453564;13520.160841386829;2486.7225691347016
2056;Shanghai;2040;1.0;0.10704727921498662;1.0704727921498662;16.271186440677965;17.341659232827833;2.9212198929527147;42.47379571810878;44.13949598572704;365152.4866190861;5309224.4647636;5517436.998215878;16043.922849746788;65667.45966292573;15600.18558621557;2869.2952720785015
2056;Provideniya;2041;1.0;0.05709188224799287;0.5709188224799288;8.677966101694917;9.248884924174845;1.5579839429081148;22.65269104965802;23.54106452572109;194747.99286351263;2831586.381207254;2942633.0657151355;8556.75885319829;35022.64515356039;8320.098979314971;1530.290811775201
2056;Busan;2045;1.0;0.08206958073148973;0.8206958073148973;12.47457627118644;13.295272078501338;2.2396019179304143;32.563243383883396;33.84028025572405;279950.2397412993;4070405.4229854266;4230035.031965506;12300.340851472538;50345.05240824306;11960.142282765268;2199.793041926851
2056;Jebel Ali;2045;1.0;0.09991079393398751;0.9991079393398751;15.186440677966102;16.185548617305976;2.7264719000892;39.64220933690153;41.196862920011895;340808.98751114705;4955276.167112693;5149607.865001487;14974.327993097002;61289.62901873068;14560.173213801198;2678.0089206066014
2056;Los Angeles;2050;1.0;0.06779661016949153;0.6779661016949152;10.305084745762711;10.983050847457626;1.850105932203386;26.900070621468895;27.95501412429379;231263.2415254212;3362508.8276836136;3494376.765536723;10161.151138172967;41589.39111985296;9880.117537936527;1817.2203389830509
2056;Algeciras;2050;1.0;0.10704727921498662;1.0704727921498662;16.271186440677965;17.341659232827833;2.9212198929527147;42.47379571810878;44.13949598572704;365152.4866190861;5309224.4647636;5517436.998215878;16043.922849746788;65667.45966292573;15600.18558621557;2869.2952720785015
2056;Murmansk;2050;1.0;0.08206958073148973;0.8206958073148973;12.47457627118644;13.295272078501338;2.2396019179304143;32.563243383883396;33.84028025572405;279950.2397412993;4070405.4229854266;4230035.031965506;12300.340851472538;50345.05240824306;11960.142282765268;2199.793041926851
2056;Savannah;2055;0.75;0.06690454950936664;0.6690454950936664;10.16949152542373;10.838537020517396;1.8257624330954467;26.546122323817993;27.587184991079397;228220.30413692884;3318265.2904772502;3448398.123884924;10027.451781091744;41042.16228932858;9750.115991384731;1793.3095450490634
2056;Santos;2055;0.75;0.048171275646743984;0.48171275646743983;7.322033898305086;7.803746654772525;1.3145489518287217;19.113208073148954;19.86277319357717;164318.61897858875;2389151.0091436203;2482846.6491971454;7219.765282386056;29550.35684831658;7020.083513797007;1291.1828724353259
2057;Rotterdam;2037;1.0;0.08934707903780069;0.35738831615120276;13.670103092783505;14.027491408934708;0.8078465063000909;35.370972938144384;37.002627434135164;100980.81328751655;4421371.617268047;4625328.429266896;12786.65025549956;58643.13666677244;13077.808032442406;2919.505154639175
2057;Singapore;2038;1.0;0.09278350515463918;0.3711340206185567;14.195876288659795;14.56701030927835;0.8389175257731712;36.731394974226866;38.42580541237113;104864.69072165179;4591424.371778357;4803225.676546392;13278.444496095697;60898.64192318677;13580.800649074807;3031.7938144329896
2057;Hamburg;2038;1.0;0.08934707903780069;0.35738831615120276;13.670103092783505;14.027491408934708;0.8078465063000909;35.370972938144384;37.002627434135164;100980.81328751655;4421371.617268047;4625328.429266896;12786.65025549956;58643.13666677244;13077.808032442406;2919.505154639175
